Id,KnownVulnerableSamples_SHA1,Description,Category,Detection,KnownVulnerableSamples_Publisher,KnownVulnerableSamples_Company,KnownVulnerableSamples_Description,Verified
3fb743b8-d3ed-4873-9c95-e212720dde21,,,vulnerable driver,[],,,,False
c1265ee4-aed4-4e65-ac54-c64deb5e3b28,8e126f4f35e228fdd3aa78d533225db7122d8945,,malicious,[],,,,True
f92f4c60-b39c-4726-ba74-dcab7f653ae2,"75dd52e28c40cd22e38ae2a74b52eb0cddfcb2c4, a547c5b1543a4c3a4f91208d377a2b513088f4a4, bda26e533ef971d501095950010081b772920afc",,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",", , ","iNFERRE, iNFERRE, iNFERRE","HWDetectNG, HWDetectNG, HWDetectNG",True
354a9fcf-acf1-4151-94d2-af88116f605c,"a7d827a41b2c4b7638495cd1d77926f1ba902978, 877c6c36a155109888fe1f9797b93cb30b4957ef",,vulnerable driver,[],", ",", ",", ",False
3d1439e9-9a7d-497a-8c6c-74513f825d6a,c257aa4094539719a3c7b7950598ef872dbf9518,,malicious,[],,,,True
e4098d7e-78b3-4da1-96cb-68b27f245e02,26c4a7b392d7e7bd7f0a2a758534e45c0d9a56ab,,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/b179e1ab6dc0b1aee783adbcad4ad6bb75a8a64cb798f30c0dd2ee8aaf43e6de.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",,Huawei,HwOs2Ec,True
4137ecf0-05e7-463a-94da-47b7259d4433,"faa870b0cb15c9ac2b9bba5d0470bd501ccd4326, aca8e53483b40a06dfdee81bb364b1622f9156fe, 05ac1c64ca16ab0517fe85d4499d08199e63df26",,vulnerable driver,[],", , ",", , ",", , ",False
bf01915d-045f-442c-a74e-25c56182123f,9a35ae9a1f95ce4be64adc604c80079173e4a676,,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/59626cac380d8fe0b80a6d4c4406d62ba0683a2f0f68d50ad506ca1b1cf25347.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",,,SMI Driver,True
0f59ce3b-20ac-41ba-8010-2abc74827eb8,"43011eb72be4775fec37aa436753c4d6827395d1, bb1f9cc94e83c59c90b055fe13bb4604b2c624df, 6df42ea7c0e6ee02062bf9ca2aa4aa5cd3775274, 016aa643fbd8e10484741436bcacc0d9eee483c8, 862387e84baaf506c10080620cc46df2bda03eea, 8d0ae69fbe0c6575b6f8caf3983dd3ddc65aadb5, b52886433e608926a0b6e623217009e4071b107e, 5965ca5462cd9f24c67a1a1c4ef277fab8ea81d3, 35f803d483af51762bee3ec130de6a03362ce920, 2ed4b51429b0a3303a645effc84022512f829836, c4ce0bb8a939c4f4cff955d9b3cdd9eb52746cc9, 9b3f57693f0f69d3729762d59a10439e738b9031, a3224815aedc14bb46f09535e9b8ca7eaa4963bf, c16d7b2fbe69a28ccbcf87348903277f22805bf3, bed323603a33fa8b2fc7568149345184690f0390, f95b59cab63408343ecbdb0e71db34e83f75b503, def86c7dee1f788c717ac1917f1b5bbfada25a95, 1fb12c5db2acad8849677e97d7ce860d2bb2329e, ba0d6c596b78a1fc166747d7523ca6316ef87e9f, a9b8d7afa2e4685280aebbeb162600cfce4e48c8, 0fd700fee341148661616ecd8af8eca5e9fa60e3, 437b56dc106d2e649d2c243c86729b6e6461d535, 1d2ab091d5c0b6e5977f7fa5c4a7bfb8ea302dc7, 91ee32b464f6385fc8c44b867ca3dec665cbe886, 263181bc8c2c6af06b9a06d994e4b651c3ab1849, 53f7a84a8cebe0e3f84894c6b9119466d1a8ddaf, 14c9cd9e2cf2b0aae56c46ff9ad1c89a8a980050, 30846313e3387298f1f81c694102133568d6d48d, b7a2f2760f9819cb242b2e4f5b7bab0a65944c81, deaf7d0c934cc428981ffa5bf528ca920bc692dc, c0a8e45e57bb6d82524417d6fb7e955ab95621c0, 90d73db752eac6ffc53555281fc5aa92297285ec, e33eac9d3b9b5c0db3db096332f059bf315a2343, 2bf6b88b84d27cdf0699d6d18b08a1b36310cdd1, c05df2e56e05b97e3ca8c6a61865cae722ed3066, fad8e308f6d2e6a9cfaf9e6189335126a3c69acb, 363b907c3b4f37968e9c8e1b7eeca5a5c5d530f8, f9c916d163b85057414300ca214ebdf751172ecf, 86e59b17272a3e7d9976c980ded939bf8bf75069, 388068adc9ec46a0bbc8173bcb0d5f9cf8af6ea5, 3c81cdfd99d91c7c9de7921607be12233ed0dfd8, dc8fa4648c674e3a7148dd8e8c35f668a3701a52, a6a71fb4f91080aff2a3a42811b4bd86fb22168d, bec66e0a4842048c25732f7ea2bbe989ea400abf, bea745b598dd957924d3465ebc04c5b830d5724f, f3c20ce4282587c920e9ff5da2150fac7858172e, f4728f490d741b04b611164a7d997e34458e3a5e, 68ca9c27131aa35c7f433dc914da74f4b3d8793f, a958734d25865cbc6bcbc11090ab9d6b72799143, 252157ab2e33eed7aa112d1c93c720cadcee31ae, 6d9e22a275a5477ea446e6c56ee45671fbcbb5f6, bad84fca57ab0ef0af9230a93e0cc3d149f9ccd0, eb44a05f8bba3d15e38454bd92999a856e6574eb, af5f642b105d86f82ba6d5e7a55d6404bfb50875, ad05bff5fe45df9e08252717fc2bc2af57bf026f, 0cc60a56e245e70f664906b7b67dfe1b4a08a5b7, 5635bb2478929010693bc3b23f8b7fe5fdbc3aed, 8325e8d7fd2edc126dcf1089dee8da64e79fb12e, dd55015f5406f0051853fd7cca3ab0406b5a2d52, ba0938512d7abab23a72279b914d0ea0fb46e498, 13df48ab4cd412651b2604829ce9b61d39a791bb, e4cbb48aa1aff6cf4ea94ef3b7afb6c245ac47e8, 99bd8c1f5eeedd9f6a9252df5dbd0e42ef5999a4, ad1616ea6dc17c91d983e829aa8a6706e81a3d27, 1d9fd846e12104ae31fd6f6040b93fc689abf047, 8ec28d7da81cf202f03761842738d740c0bb2fed, 0a6e0f9f3d7179a99345d40e409895c12919195b, f6f7b5776001149496092a95fb10218dea5d6a6b, da42cefde56d673850f5ef69e7934d39a6de3025, 53f7fc4feb66af748f2ab295394bf4de62ae9fcc, 34a07ae39b232cc3dbbe657b34660e692ff2043a, bd87aecc0ac1d1c2ab72be1090d39fab657f7cc6, ada23b709cb2bef8bedd612dc345db2e2fdbfaca, 9329a0ce2749a3a6bea2028ce7562d74c417db64, 76046978d8e4409e53d8126a8dcfc3bf8602c37f, 32888d789edc91095da2e0a5d6c564c2aebcee68, 7241b25c3a3ee9f36b52de3db2fc27db7065af37, 4186ac693003f92fdf1efbd27fb8f6473a7cc53e, dd085542683898a680311a0d1095ea2dffe865e2, 24f6e827984cca5d9aa3e4c6f3c0c5603977795a, 57cf65b024d9e2831729def42db2362d7c90dcfa, baa94f0f816d7a41a63e7f1aa9dd3d64a9450ed0, 75649b228a22ce1e2a306844e0d48f714fb03f28, ec04d8c814f6884c009a7b51c452e73895794e64, 2bc9047f08a664ade481d0bbf554d3a0b49424ca, 4d41248078181c7f61e6e4906aa96bbdea320dc2, 543933cce83f2e75d1b6a8abdb41199ddef8406c, 9cc694dcb532e94554a2a1ef7c6ced3e2f86ef5a, dce4322406004fc884d91ed9a88a36daca7ae19a, 65f6a4a23846277914d90ba6c12742eecf1be22d, 65886384708d5a6c86f3c4c16a7e7cdbf68de92a, 5c94c8894799f02f19e45fcab44ee33e653a4d17, 7a107291a9fad0d298a606eb34798d423c4a5683, 43b61039f415d14189d578012b6cb1bd2303d304, 5bb2d46ba666c03c56c326f0bbc85cc48a87dfa3, 377f7e7382908690189aede31fcdd532baa186b5, 49d58f7565bacf10539bc63f1d2fe342b3c3d85a, 0d27a3166575ec5983ec58de2591552cfa90ef92, 7d34bb240cb5dec51ffcc7bf062c8d613819ac30",,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/8c95d28270a4a314299cf50f05dcbe63033b2a555195d2ad2f678e09e00393e6.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","Windows (R) Codename Longhorn DDK provider, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, Windows (R) Codename Longhorn DDK provider, CPUID, Windows (R) Server 2003 DDK provider, Windows (R) Codename Longhorn DDK provider, Windows (R) Win 7 DDK provider, CPUID, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, Windows (R) Codename Longhorn DDK provider, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, Windows (R) Codename Longhorn DDK provider, CPUID, CPUID, CPUID, Windows (R) Codename Longhorn DDK provider, Windows (R) Win 7 DDK provider, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, Windows (R) Codename Longhorn DDK provider, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, Windows (R) Codename Longhorn DDK provider, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, Windows (R) Codename Longhorn DDK provider, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, CPUID, Windows (R) Win 7 DDK provider, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, CPUID, Windows (R) Codename Longhorn DDK provider","CPU-Z Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPU-Z Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver, CPUID Driver",True
412f4aaf-5525-458c-b87e-311e504b856d,0883a9c54e8442a551994989db6fc694f1086d41,,malicious,[],,,,True
1c92e1bf-103b-4545-b242-e5a9858ec9c8,6bf3a21428eb51ecb84e41e9c1e0ac9105fd3079,,vulnerable driver,[],,,,True
3bc629e8-7bf8-40c2-965b-87eb155e0065,29a190727140f40cea9514a6420f5a195e36386b,,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/c9cf1d627078f63a36bbde364cd0d5f2be1714124d186c06db5bcdf549a109f8.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",,MiTAC Technology Corporation,MiTAC System Service Provider,True
90ecbbf7-b02f-424d-8b7d-56cc9e3b5873,"24343ec4dfec11796a8800a3059b630e8be89070, 0b01c4c1f18d72eb622be2553114f32edfe7b7aa",,vulnerable driver,[],,", ",", ",True
9b65dba4-81a0-48cc-8ff0-a4f353881062,b4d014b5edd6e19ce0e8395a64faedf49688ecb5,,vulnerable driver,[],,,,True
579a0516-1177-45ce-ad9e-45f53b28dcdc,,,vulnerable driver,[],,,,False
1524a54d-520d-4fa4-a7d5-aaaa066fbfc4,"6053d258096bccb07cb0057d700fe05233ab1fbb, a54ae1793e9d77e61416e0d9fb81269a4bc8f8a2",,vulnerable driver,[],", ",", ",", ",True
34fa6ba4-dc7c-4fd6-b947-8a0bb8ebd031,"db3538f324f9e52defaba7be1ab991008e43d012, c614ab686e844c7a7d2b20bc7061ab15290e2cfd, 5fece994f2409810a0ad050b3ca9b633c93919e4, 029c678674f482ababe8bbfdb93152392457109d, e35969966769e7760094cbcffb294d0d04a09db6, 1e09f3dd6ba9386fa9126f0116e49c2371401e01, 7e8efd93a1dad02385ec56c8f3b1cfd23aa47977, 5812387783d61c6ab5702213bb968590a18065e3, ff9048c451644c9c5ff2ba1408b194a0970b49e6, 456a1acacaa02664517c2f2fb854216e8e967f9d, 28fa0e9429af24197134306b6c7189263e939136, e700fcfae0582275dbaee740f4f44b081703d20d, 06ecf73790f0277b8e27c8138e2c9ad0fc876438, eb1ecad3d37bb980f908bf1a912415cff32e79e6, ec457a53ea03287cbbd1edcd5f27835a518ef144, bb962c9a8dda93e94fef504c4159de881e4706fe, 4d7d514b13de9bd3e9753bf058958e7f03f36983, 3a2e9523fa861714f1acf76009c2b024aa78ad03, 41f2d0f9863bce8920c207b1ef5d3d32b603edef, 4040f6974119ff2486f9a0cbd749ce240cbee2aa, 27661f6a951a7fa031644bdf014e864c4ee6ec76, a0e95166bb6f80ef56cd645717d93174e47b750a, 61ec6cb5de378948ef036ff627c87c32f7308bad, 7019169a8348050774aa49a0e31c3670ee867277",,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/38d87b51f4b69ba2dae1477684a1415f1a3b578eee5e1126673b1beaefee9a20.yara'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/ffc72f0bde21ba20aa97bee99d9e96870e5aa40cce9884e44c612757f939494f.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]","""American Megatrends, Inc."", , , , , , , , ",", , , , Windows (R) Win 7 DDK provider, , , , , , , , , , Windows (R) Win 7 DDK provider, , , , , , , , , ",", , , , AMI Generic Utility Driver, , , , , , , , , , AMI Generic Utility Driver, , , , , , , , , ",True
7f645b95-4374-47ae-be1a-e4415308b550,f36a47edfacd85e0c6d4d22133dd386aee4eec15,,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/159e7c5a12157af92e0d14a0d3ea116f91c09e21a9831486e6dc592c93c10980.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",,Windows (R) Codename Longhorn DDK provider,ASUS TDE CPU Driver,True
52ded752-2708-499e-8f37-98e4a9adc23c,83b5e60943a92050fccb8acef7aa464c8f81d38e,,vulnerable driver,[],,,,True
c1ece07b-e92a-4050-95ee-90e03aa82120,,,vulnerable driver,[],,,,False
30d6c39c-1d93-4101-8dd3-322ff0ab7fb3,e3048cd05573dc1d30b1088859bc728ef67aaad0,,vulnerable driver,[],", ",", ",", ",False
b1dd91b1-9ba3-4d68-a2d1-919039e18430,b49ac8fefc6d1274d84fef44c1e5183cc7accba1,,vulnerable driver,[],,,,True
ee2d68aa-1a65-4967-8627-73590b041538,"b0a684474eb746876faa617a28824bee93ba24f0, 0be77bb3720283c9a970a97dab25d2a312e86110, bd421ffdcc074ecca954d9b2c2fbce9301e9a36c, aadaec4c31d661c249e4cf455ec752fffa3e5cfc, 6102b73489e1d319c0db7b84cb2c426c5f680120, 2a06006e54c62a2e8bdf14313f90f0ab5d2f8de8, 983a8d4b1cb68140740a7680f929d493463e32e3, ebafebe5e94fdf12bd2159ed66d73268576bc7d9",,vulnerable driver,[],,", , , , , , , ",", , , , , , , ",True
4db827b1-325b-444d-9f23-171285a4d12f,0c26ab1299adcd9a385b541ef1653728270aa23e,,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/7877c1b0e7429453b750218ca491c2825dae684ad9616642eff7b41715c70aca.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",,Symantec Corporation,VProEventMonitor.Sys - Event Monitoring driver,True
0258df5c-c3c1-4ed5-ba8f-846d91526ffe,72966ca845759d239d09da0de7eebe3abe86fee3,,vulnerable driver,"[{'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/ece0a900ea089e730741499614c0917432246ceb5e11599ee3a1bb679e24fd2c.yara'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}, {'type': 'yara_signature', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/yara/yara-rules_vuln_drivers_strict_renamed.yar'}, {'type': 'sigma_hash', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers.yml'}, {'type': 'sigma_names', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sigma/driver_load_win_vuln_drivers_names.yml'}, {'type': 'sysmon_hash_detect', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes.xml'}, {'type': 'sysmon_hash_block', 'value': 'https://github.com/magicsword-io/LOLDrivers/blob/main/detections/sysmon/sysmon_config_vulnerable_hashes_block.xml'}]",ASROCK Incorporation,ASRock Incorporation,ASRock IO Driver,True
